Price Period,Town,Super,Diesel,Kerosene,TOWNS,Super , Diesel,                      TOWNS, Diesel ,Kerosene ,Petrol,TOWN,Super Petrol,Period
July 15th 2023 - August 14th 2023,,,180.46126160487722,170.27694442267,,195.4758456308095,,,,,,Sagana,,
July 15th 2023 - August 14th 2023,,,180.85656545598198,170.66224827377476,,195.87114948191427,,,,,,Embu,,
July 15th 2023 - August 14th 2023,,,180.7647146307453,170.58039744853804,,195.77929865667753,,,,,,Kerugoya,,
July 15th 2023 - August 14th 2023,,,181.16001848185005,170.96570129964283,,196.1746025077823,,,,,,Narok,,
July 15th 2023 - August 14th 2023,,,181.14804334431062,170.95372616210335,,196.16262737024286,,,,,,Nyeri,,
July 15th 2023 - August 14th 2023,,,181.3237201323235,171.1294029501163,,196.33830415825577,,,,,,Namanga,,
July 15th 2023 - August 14th 2023,,,181.10211793169222,170.90780074948498,,196.11670195762449,,,,,,Kiganjo,,
July 15th 2023 - August 14th 2023,,,181.41754609509977,171.2332289128925,,196.432130121032,,,,,,Chuka,,
July 15th 2023 - August 14th 2023,,,181.31174499478408,171.11742781257684,,196.32632902071634,,,,,,Kitui,,
July 15th 2023 - August 14th 2023,,,181.7309991209678,171.53668193876052,,196.74558314690006,,,,,,Mwingi,,
July 15th 2023 - August 14th 2023,,,181.74297425850722,171.5486570763,,196.75755828443948,,,,,,Nanyuki,,
July 15th 2023 - August 14th 2023,,,182.78110957396646,172.59679239175924,,197.79569359989873,,,,,,Nkubu,,
July 15th 2023 - August 14th 2023,,,182.28000462254602,172.09568744033882,,197.2945886484783,,,,,,Mtito Andei,,
July 15th 2023 - August 14th 2023,,,182.99073663705832,172.7964194548511,,198.00532066299058,,,,,,Meru,,
July 15th 2023 - August 14th 2023,,,182.83901012412431,172.64469294191707,,197.85359415005655,,,,,,Isiolo,,
July 15th 2023 - August 14th 2023,,,183.4798664509393,173.28554926873207,,198.49445047687155,,,,,,Maua,,
July 15th 2023 - August 14th 2023,,,184.1446730528332,173.950355870626,,199.15925707876548,,,,,,Garissa,,
July 15th 2023 - August 14th 2023,,,188.1075872515783,177.9132700693711,,203.1221712775106,,,,,,Marsabit,,
July 15th 2023 - August 14th 2023,,,187.1173524862769,176.92303530406969,,202.13193651220917,,,,,,Liboi,,
July 15th 2023 - August 14th 2023,,,189.79855403139203,179.6042368491848,,204.81313805732427,,,,,,Moyale,,
July 15th 2023 - August 14th 2023,,,188.7843689910117,178.59005180880445,,203.79895301694393,,,,,,Sololo,,
July 15th 2023 - August 14th 2023,,,187.0355016610402,176.84118447883293,,202.05008568697244,,,,,,Habaswein,,
July 15th 2023 - August 14th 2023,,,185.62601276955505,175.44169558734782,,200.65059679548733,,,,,,Dadaab,,
July 15th 2023 - August 14th 2023,,,189.4491755929056,179.26485841069837,,204.46375961883786,,,,,,Tarbaj,,
July 15th 2023 - August 14th 2023,,,191.1740926477982,180.979775465591,,206.18867667373047,,,,,,Elwak,,
July 15th 2023 - August 14th 2023,,,189.61287724337907,179.42856006117185,,204.63746126931133,,,,,,Wajir,,
July 15th 2023 - August 14th 2023,,,187.18722817397418,176.99291099176696,,202.20181219990644,,,,,,Modogashe,,
July 15th 2023 - August 14th 2023,,,193.66961740490038,183.48530022269316,,208.68420143083264,,,,,,Mandera,,
July 15th 2023 - August 14th 2023,,,180.6249632553507,170.44064607314345,,195.64954728128296,,,,,,Matuu,,
July 15th 2023 - August 14th 2023,,,185.40441056892377,175.22009338671654,,200.41899459485603,,,,,,Merti,,
July 15th 2023 - August 14th 2023,,,182.19815379730932,172.01383661510206,,197.21273782324155,,,,,,Oldonyiro,,
July 15th 2023 - August 14th 2023,,,191.52347108628464,181.3291539040774,,206.53805511221688,,,,,,Eldas,,
July 15th 2023 - August 14th 2023,,,188.34116458974907,178.14684740754186,,203.35574861568136,,,,,,Bute,,
July 15th 2023 - August 14th 2023,,,186.82587459794834,176.6315574157411,,201.84045862388058,,,,,,Hadado,,
July 15th 2023 - August 14th 2023,,,179.79645500298335,169.60213782077608,,194.8110390289156,,,,,,Mai Mahiu,,
July 15th 2023 - August 14th 2023,,,182.55950737333518,172.37519019112793,,197.57409139926742,,,,,,Doldo,,
July 15th 2023 - August 14th 2023,,,181.61519802065214,171.42088083844487,,196.62978204658438,,,,,,Lamuria,,
July 15th 2023 - August 14th 2023,,,182.5475322357957,172.35321505358849,,197.56211626172797,,,,,,Sipili,,
July 15th 2023 - August 14th 2023,,,182.14025324715146,171.95593606494424,,197.15483727308373,,,,,,Marimanti,,
July 15th 2023 - August 14th 2023,,,181.43952123263918,171.24520405043197,,196.45410525857145,,,,,,Mutuobare,,
July 15th 2023 - August 14th 2023,,,189.13374742949813,178.9394302472909,,204.14833145543037,,,,,,North Horr,,
July 15th 2023 - August 14th 2023,,,187.64240771277628,177.45809053056902,,202.6569917387085,,,,,,Maikona,,
July 15th 2023 - August 14th 2023,,,188.22536348943342,178.0410463072262,,203.23994751536569,,,,,,Kalacha,,
July 15th 2023 - August 14th 2023,,,188.2952391771307,178.11092199492347,,203.30982320306296,,,,,,Loyangalani,,
July 15th 2023 - August 14th 2023,,,188.08561211403884,177.90129493183161,,203.1001961399711,,,,,,Turbi,,
July 15th 2023 - August 14th 2023,,,185.08898240551625,174.89466522330903,,200.1035664314485,,,,,,Laisamis,,
July 15th 2023 - August 14th 2023,,,184.7735542421088,174.57923705990152,,199.78813826804102,,,,,,Merille,,
July 15th 2023 - August 14th 2023,,,186.1031674458966,175.90885026368935,,201.11775147182885,,,,,,Korr,,
July 15th 2023 - August 14th 2023,,,179.13891269674076,168.98670822192074,,193.76810138728231,,,,,,Nakuru,,
July 15th 2023 - August 14th 2023,,,179.09307903163113,168.94087455681114,,193.7222677221727,,,,,,Gilgil,,
July 15th 2023 - August 14th 2023,,,179.08230140784562,168.93009693302562,,193.7114900983872,,,,,,Mogotio,,
July 15th 2023 - August 14th 2023,,,179.17373234311395,169.02152786829393,,193.8029210336555,,,,,,Molo,,
July 15th 2023 - August 14th 2023,,,179.93278479775248,169.78058032293245,,194.56197348829406,,,,,,Olenguruone,,
July 15th 2023 - August 14th 2023,,,179.41850719503864,169.26630272021862,,194.0376958855802,,,,,,Londiani,,
July 15th 2023 - August 14th 2023,,,179.40772957125313,169.2455250964331,,194.02691826179466,,,,,,Nyahururu,,
July 15th 2023 - August 14th 2023,,,182.6139863428676,172.46178186804758,,197.2431750334092,,,,,,Archers Post,,
July 15th 2023 - August 14th 2023,,,183.7918730337214,173.63966855890138,,198.42106172426298,,,,,,Lodosoit,,
July 15th 2023 - August 14th 2023,,,179.48958039648988,169.3373759216699,,194.10876908703145,,,,,,Naivasha,,
July 15th 2023 - August 14th 2023,,,179.92080966021302,169.76860518539303,,194.53999835075456,,,,,,Marigat,,
July 15th 2023 - August 14th 2023,,,180.4458648867124,170.29366041189238,,195.07505357725395,,,,,,Kabarnet ,,
July 15th 2023 - August 14th 2023,,,181.61177644002674,171.45957196520672,,196.24096513056827,,,,,,Maralal,,
July 15th 2023 - August 14th 2023,,,182.5101603800914,172.35795590527138,,197.13934907063293,,,,,,Wamba,,
July 15th 2023 - August 14th 2023,,,179.99188286166424,169.83967838684424,,194.6110715522058,,,,,,Rumuruti,,
July 15th 2023 - August 14th 2023,,,179.89103269674075,169.74500822192073,,194.5264013872823,,,,,,Eldoret,,
July 15th 2023 - August 14th 2023,,,179.89103269674075,169.74500822192073,,194.5264013872823,,,,,,Kiplombe,,
July 15th 2023 - August 14th 2023,,,179.89103269674075,169.74500822192073,,194.5264013872823,,,,,,Iten,,
July 15th 2023 - August 14th 2023,,,179.89103269674075,169.74500822192073,,194.5264013872823,,,,,,Naiberi,,
July 15th 2023 - August 14th 2023,,,179.89103269674075,169.74500822192073,,194.5264013872823,,,,,,Kesses,,
July 15th 2023 - August 14th 2023,,,179.9142970955429,169.76827262072288,,194.53966578608447,,,,,,Kapsabet,,
July 15th 2023 - August 14th 2023,,,180.35750149680553,170.2114770219855,,194.9828701873471,,,,,,Webuye,,
July 15th 2023 - August 14th 2023,,,180.28762580910825,170.14160133428823,,194.9229944996498,,,,,,Kitale,,
July 15th 2023 - August 14th 2023,,,180.96440754854163,170.8183830737216,,195.59977623908318,,,,,,Kapenguria ,,
July 15th 2023 - August 14th 2023,,,180.71885507283145,170.5728305980114,,195.34422376337298,,,,,,Bungoma,,
July 15th 2023 - August 14th 2023,,,179.9142970955429,169.76827262072288,,194.53966578608447,,,,,,Moiben,,
July 15th 2023 - August 14th 2023,,,179.880346820464,169.734322345644,,194.51571551100557,,,,,,Matunda,,
July 15th 2023 - August 14th 2023,,,179.84442140784563,169.6983969330256,,194.4697900983872,,,,,,Burnt Forest,,
July 15th 2023 - August 14th 2023,,,179.93824737062187,169.79222289580184,,194.57361606116342,,,,,,Tambach,,
July 15th 2023 - August 14th 2023,,,180.43935232204228,170.29332784722226,,195.07472101258384,,,,,,Kapsowar,,
July 15th 2023 - August 14th 2023,,,180.31157608418715,170.16555160936713,,194.9469447747287,,,,,,Chebara,,
July 15th 2023 - August 14th 2023,,,180.22972525895045,170.0837007841304,,194.86509394949198,,,,,,Kimwarer,,
July 15th 2023 - August 14th 2023,,,180.14787443371367,170.00184995889364,,194.78324312425525,,,,,,Timboroa,,
July 15th 2023 - August 14th 2023,,,180.10194902109535,169.9559245462753,,194.73731771163688,,,,,,Nandi Hills,,
July 15th 2023 - August 14th 2023,,,179.9502225081613,169.80419803334127,,194.58559119870287,,,,,,Kaiboi,,
July 15th 2023 - August 14th 2023,,,180.47527773466066,170.32925325984064,,195.11064642520222,,,,,,Kiminini,,
July 15th 2023 - August 14th 2023,,,180.85860644822594,170.71258197340595,,195.48397513876753,,,,,,Endebes,,
July 15th 2023 - August 14th 2023,,,180.5092280097396,170.36320353491953,,195.1445967002811,,,,,,Saboti,,
July 15th 2023 - August 14th 2023,,,181.18600974917297,171.03998527435292,,195.8213784397145,,,,,,Chepareria,,
July 15th 2023 - August 14th 2023,,,182.92290194160498,172.77687746678498,,197.55827063214656,,,,,,Lomut,,
July 15th 2023 - August 14th 2023,,,181.62921415043553,171.4831896756155,,196.26458284097708,,,,,,Burgich,,
July 15th 2023 - August 14th 2023,,,181.76896552583008,171.62294105101006,,196.40433421637167,,,,,,Sigor,,
July 15th 2023 - August 14th 2023,,,184.38029138324794,174.2342669084279,,199.0156600737895,,,,,,Lodwar,,
July 15th 2023 - August 14th 2023,,,186.09323330060113,175.94720882578108,,200.72860199114265,,,,,,Kakuma,,
July 15th 2023 - August 14th 2023,,,183.3082057927098,173.17218131788974,,197.94357448325135,,,,,,Lokichar,,
July 15th 2023 - August 14th 2023,,,185.2068244980759,175.06080002325584,,199.83219318861742,,,,,,Kalokol,,
July 15th 2023 - August 14th 2023,,,183.70350964381456,173.55748516899453,,198.33887833435614,,,,,,Lokori,,
July 15th 2023 - August 14th 2023,,,188.29728016937466,178.15125569455464,,202.93264885991624,,,,,,Lokitaung,,
July 15th 2023 - August 14th 2023,,,182.92290194160498,172.77687746678498,,197.55827063214656,,,,,,Kapedo,,
July 15th 2023 - August 14th 2023,,,181.15008433655458,171.00405986173453,,195.77545302709612,,,,,,Malaba,,
July 15th 2023 - August 14th 2023,,,187.3649459542311,177.21892147941105,,202.00031464477263,,,,,,Lokichogio,,
July 15th 2023 - August 14th 2023,,,180.10194902109535,169.9559245462753,,194.73731771163688,,,,,,Ziwa,,
July 15th 2023 - August 14th 2023,,,179.8923219580035,169.74629748318344,,194.52769064854505,,,,,,Soy,,
July 15th 2023 - August 14th 2023,,,179.96219764570077,169.81617317088075,,194.59756633624232,,,,,,Moi's Bridge,,
July 15th 2023 - August 14th 2023,,,179.84442140784563,169.6983969330256,,194.4697900983872,,,,,,Turbo,,
July 15th 2023 - August 14th 2023,,,188.5528326450849,178.40680817026487,,203.18820133562645,,,,,,Kibish,,
July 15th 2023 - August 14th 2023,,,187.28309512899432,177.13707065417432,,201.9184638195359,,,,,,Nakalale,,
July 15th 2023 - August 14th 2023,,,183.4359820305649,173.28995755574488,,198.07135072110646,,,,,,Loima,,
July 15th 2023 - August 14th 2023,,,185.1149736728391,174.9689491980191,,199.7503423633807,,,,,,Lokiriama,,
July 15th 2023 - August 14th 2023,,,182.11834396431652,171.9723194894965,,196.75371265485808,,,,,,Kainuk,,
July 15th 2023 - August 14th 2023,,,181.39563681226477,171.24961233744474,,196.03100550280632,,,,,,Kacheliba,,
July 15th 2023 - August 14th 2023,,,182.04846827661925,171.90244380179922,,196.6838369671608,,,,,,Kiwawa,,
July 15th 2023 - August 14th 2023,,,181.60526387535663,171.4592394005366,,196.24063256589818,,,,,,Ortum,,
July 15th 2023 - August 14th 2023,,,180.31157608418715,170.16555160936713,,194.9469447747287,,,,,,Kachibora,,
July 15th 2023 - August 14th 2023,,,181.08020864885728,170.93418417403723,,195.70557733939884,,,,,,Kwanza,,
July 15th 2023 - August 14th 2023,,,180.3355263592661,170.19950188444605,,194.97089504980767,,,,,,Kaplamai,,
July 15th 2023 - August 14th 2023,,,180.78873076052867,170.64270628570864,,195.41409945107023,,,,,,Eldama Ravine,,
July 15th 2023 - August 14th 2023,,,180.94045727346273,170.79443279864267,,195.57582596400425,,,,,,Tenges,,
July 15th 2023 - August 14th 2023,,,181.0582335113178,170.91220903649779,,195.6936022018594,,,,,,Barwessa,,
July 15th 2023 - August 14th 2023,,,182.03649313907982,171.89046866425977,,196.67186182962135,,,,,,Kipsaraman,,
July 15th 2023 - August 14th 2023,,,181.89674176368524,171.7507172888652,,196.53211045422677,,,,,,Loruk,,
July 15th 2023 - August 14th 2023,,,180.78873076052867,170.64270628570864,,195.41409945107023,,,,,,Kabartonjo,,
July 15th 2023 - August 14th 2023,,,180.85860644822594,170.71258197340595,,195.48397513876753,,,,,,Tindiret,,
July 15th 2023 - August 14th 2023,,,179.96219764570077,169.81617317088075,,194.59756633624232,,,,,,O'lessos,,
July 15th 2023 - August 14th 2023,,,180.3934269094239,170.24740243460386,,195.02879559996546,,,,,,Kobujoi,,
July 15th 2023 - August 14th 2023,,,180.47527773466066,170.32925325984064,,195.11064642520222,,,,,,Serem,,
July 15th 2023 - August 14th 2023,,,179.8923219580035,169.74629748318344,,194.52769064854505,,,,,,Kabiyet,,
July 15th 2023 - August 14th 2023,,,180.35750149680553,170.2114770219855,,194.9828701873471,,,,,,Cheptulu,,
July 15th 2023 - August 14th 2023,,,180.94045727346273,170.79443279864267,,195.57582596400425,,,,,,Songor,,
July 15th 2023 - August 14th 2023,,,180.5451534223579,170.3991289475379,,195.1805221128995,,,,,,Kapcherop,,
July 15th 2023 - August 14th 2023,,,181.27983571194915,171.1438112371291,,195.9152044024907,,,,,,Sambalat,,
July 15th 2023 - August 14th 2023,,,180.9065069983838,170.76048252356378,,195.54187568892536,,,,,,Arror,,
July 15th 2023 - August 14th 2023,,,181.12810919901509,170.9820847241951,,195.76347788955667,,,,,,Tot,,
July 15th 2023 - August 14th 2023,,,180.10194902109535,169.9559245462753,,194.73731771163688,,,,,,Kaptarakwa,,
July 15th 2023 - August 14th 2023,,,183.27228038009142,173.12625590527136,,197.90764907063297,,,,,,Kapese,,
July 15th 2023 - August 14th 2023,,,182.61944891573694,172.47342444091692,,197.25481760627852,,,,,,Kalemngorok,,
July 15th 2023 - August 14th 2023,,,181.5234130501199,171.37738857529985,,196.15878174066145,,,,,,Marich,,
July 15th 2023 - August 14th 2023,,,182.04846827661925,171.90244380179922,,196.6838369671608,,,,,,Alale,,
July 15th 2023 - August 14th 2023,,,181.68711470059338,171.54109022577333,,196.32248339113494,,,,,,Kunyao,,
July 15th 2023 - August 14th 2023,,,181.24391029933076,171.0978858245107,,195.87927898987232,,,,,,Asilong,,
July 15th 2023 - August 14th 2023,,,181.27983571194915,171.1438112371291,,195.9152044024907,,,,,,Orolwo,,
July 15th 2023 - August 14th 2023,,,181.23193516179128,171.08591068697126,,195.86730385233287,,,,,,Sebit,,
July 15th 2023 - August 14th 2023,,,181.12810919901509,170.9820847241951,,195.76347788955667,,,,,,Morpus,,
July 15th 2023 - August 14th 2023,,,181.01033296116,170.86430848633995,,195.63570165170154,,,,,,Chepkorniswo,,
July 15th 2023 - August 14th 2023,,,180.9524324110022,170.80640793618215,,195.58780110154373,,,,,,Kaibichbich,,
July 15th 2023 - August 14th 2023,,,180.6609545226736,170.51493004785357,,195.29632321321515,,,,,,Keringet,,
July 15th 2023 - August 14th 2023,,,179.88735269674072,169.7412882219207,,194.52268138728232,,,,,,Kisumu,,
July 15th 2023 - August 14th 2023,,,180.00204803081118,169.8559835559912,,194.6373767213528,,,,,,Sondu,,
July 15th 2023 - August 14th 2023,,,180.51872066103292,170.3726561862129,,195.15404935157454,,,,,,Oyugis,,
July 15th 2023 - August 14th 2023,,,179.94294996689945,169.7968854920794,,194.57827865744105,,,,,,Kakamega,,
July 15th 2023 - August 14th 2023,,,180.2380203964899,170.09195592166986,,194.87334908703147,,,,,,Mumias,,
July 15th 2023 - August 14th 2023,,,180.11263918614267,169.96657471132264,,194.74796787668424,,,,,,Bondo,,
July 15th 2023 - August 14th 2023,,,180.24520547901352,170.0991410041935,,194.88053416955512,,,,,,Siaya,,
July 15th 2023 - August 14th 2023,,,180.43806734955012,170.29200287473014,,195.07339604009175,,,,,,Kericho,,
July 15th 2023 - August 14th 2023,,,180.50554800973956,170.35948353491952,,195.14087670028113,,,,,,Nyamira,,
July 15th 2023 - August 14th 2023,,,180.8329513106865,170.68688683586646,,195.4682800012281,,,,,,Kisii,,
July 15th 2023 - August 14th 2023,,,180.6548794951657,170.50881502034565,,195.29020818570726,,,,,,Sotik,,
July 15th 2023 - August 14th 2023,,,180.84492644822592,170.70886197340593,,195.48025513876755,,,,,,Keroka,,
July 15th 2023 - August 14th 2023,,,180.82097617314702,170.674911698327,,195.45630486368864,,,,,,Busia,,
July 15th 2023 - August 14th 2023,,,180.76307562298922,170.61701114816918,,195.3984043135308,,,,,,Homabay,,
July 15th 2023 - August 14th 2023,,,181.68343470059335,171.53737022577332,,196.31876339113495,,,,,,Migori,,
July 15th 2023 - August 14th 2023,,,181.9868877264614,171.84082325164135,,196.622216417003,,,,,,Isebania,,
July 15th 2023 - August 14th 2023,,,181.08850378639667,170.94243931157666,,195.7238324769383,,,,,,Bomet,,
July 15th 2023 - August 14th 2023,,,180.1394043786979,169.99333990387785,,194.76473306923947,,,,,,Muhoroni,,
July 15th 2023 - August 14th 2023,,,180.75110048544974,170.60503601062973,,195.38642917599134,,,,,,Mbita,,
July 15th 2023 - August 14th 2023,,,179.88735269674072,169.7412882219207,,194.52268138728232,,,,,,Mbale,,
July 15th 2023 - August 14th 2023,,,181.4498573624226,171.30379288760255,,196.0851860529642,,,,,,Etago,,
July 15th 2023 - August 14th 2023,,,181.5556584627382,171.40959398791819,,196.19098715327982,,,,,,Magenche,,
July 15th 2023 - August 14th 2023,,,181.37998167472531,171.23391719990528,,196.01531036526688,,,,,,Kilgoris,,
July 15th 2023 - August 14th 2023,,,180.28394580910822,170.1378813342882,,194.90927449964983,,,,,,Malava,,
July 15th 2023 - August 14th 2023,,,180.69319993529194,170.5471354604719,,195.3285286258335,,,,,,Lugari,,
July 15th 2023 - August 14th 2023,,,180.8329513106865,170.68688683586646,,195.4682800012281,,,,,,Rodi Kopany,,
July 15th 2023 - August 14th 2023,,,181.12442919901505,170.97836472419505,,195.75975788955668,,,,,,Ndhiwa,,
July 15th 2023 - August 14th 2023,,,180.82097617314702,170.674911698327,,195.45630486368864,,,,,,Rangwe,,
July 15th 2023 - August 14th 2023,,,180.8329513106865,170.68688683586646,,195.4682800012281,,,,,,Sindo,,
July 15th 2023 - August 14th 2023,,,179.85271654538508,169.70665207056507,,194.48804523592668,,,,,,Awasi,,
July 15th 2023 - August 14th 2023,,,179.88735269674072,169.7412882219207,,194.52268138728232,,,,,,Ahero,,
July 15th 2023 - August 14th 2023,,,180.3538214968055,170.2077570219855,,194.9791501873471,,,,,,Ugunja,,
July 15th 2023 - August 14th 2023,,,179.97049278324016,169.82442830842018,,194.6058214737818,,,,,,Asembo,,
July 15th 2023 - August 14th 2023,,,180.48357287220006,170.34750839738007,,195.11890156274168,,,,,,Usenge,,
July 15th 2023 - August 14th 2023,,,179.93456737062183,169.7885028958018,,194.56989606116343,,,,,,Harambee,,
July 15th 2023 - August 14th 2023,,,181.83516121352733,171.68909673870735,,196.47048990406896,,,,,,Muhuru Bay,,
July 15th 2023 - August 14th 2023,,,182.0907136892376,171.94464921441755,,196.71604237977917,,,,,,Kehancha,,
July 15th 2023 - August 14th 2023,,,182.41811699018453,172.27205251536452,,197.05344568072616,,,,,,Ntimaru,,
July 15th 2023 - August 14th 2023,,,181.10047892393615,170.95441444911614,,195.73580761447778,,,,,,Rongo,,
July 15th 2023 - August 14th 2023,,,181.05455351131778,170.90848903649777,,195.6898822018594,,,,,,Kaspokwony,,
July 15th 2023 - August 14th 2023,,,181.00665296115997,170.86058848633994,,195.63198165170155,,,,,,Chwele,,
July 15th 2023 - August 14th 2023,,,180.9148021359232,170.76873766110322,,195.55013082646482,,,,,,Kimilili,,
July 15th 2023 - August 14th 2023,,,180.82097617314702,170.674911698327,,195.45630486368864,,,,,,Nambale,,
July 15th 2023 - August 14th 2023,,,180.8090010356076,170.66293656078756,,195.4443297261492,,,,,,SioPort,,
July 15th 2023 - August 14th 2023,,,180.8669015857654,170.7208371109454,,195.50223027630702,,,,,,Port Bunyala,,
July 15th 2023 - August 14th 2023,,,180.66924966021304,170.523185185393,,195.3045783507546,,,,,,Funyula,,
July 15th 2023 - August 14th 2023,,,181.00665296115997,170.86058848633994,,195.63198165170155,,,,,,Ogembo,,
July 15th 2023 - August 14th 2023,,,181.27615571194912,171.13009123712908,,195.91148440249071,,,,,,Nyangusu,,
July 15th 2023 - August 14th 2023,,,181.19430488671236,171.04824041189235,,195.82963357725396,,,,,,Sengera,,
July 15th 2023 - August 14th 2023,,,180.90282699838377,170.75676252356376,,195.53815568892537,,,,,,Keumbu,,
July 15th 2023 - August 14th 2023,,,180.58739883497626,170.44133436015625,,195.22272752551788,,,,,,Marani,,
July 15th 2023 - August 14th 2023,,,180.97270268608108,170.82663821126104,,195.60803137662265,,,,,,Kerina,,
July 15th 2023 - August 14th 2023,,,180.28394580910822,170.1378813342882,,194.90927449964983,,,,,,Ikonge,,
July 15th 2023 - August 14th 2023,,,180.7151750728314,170.56911059801138,,195.340503763373,,,,,,Nyansiongo,,
June 15th 2022 - July 14th 2022,,156.86,137.76,125.69000000000001,,,,,,,,Mombasa,,
